Siruta,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
98373,Oras Podu Iloaiei,8508054.0,0.0,79359.0,0.0,0.0,0.0,0.0,0.0,0.0
147526,Cacica,1.9427306E7,0.0,1.070278E7,0.0,0.0,0.0,0.0,0.0,0.0
16454,Domnesti,157472.0,0.0,1452792.0,0.0,0.0,0.0,0.0,0.0,0.0
65609,Oras Fieni,2179011.0,504154.0,206681.0,0.0,0.0,2159946.0,0.0,57907.0,0.0
122953,Hangu,0.0,0.0,2.8533481E7,0.0,0.0,0.0,0.0,0.0,0.0
41033,Halchiu,1861022.0,206444.0,6448558.0,26222.0,0.0,50177.0,0.0,1656591.0,0.0
155724,Beba Veche,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395514.0
49233,Sarulesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16472,Dragoslavele,1.3942557E7,0.0,488980.0,0.0,0.0,0.0,0.0,0.0,0.0
139358,Vetis,6.62552865E8,1.6308394E7,354268.0,0.0,0.0,0.0,0.0,9331395.0,0.0
90208,Luncoiu De Jos,1002114.0,0.0,0.0,0.0,0.0,0.0,0.0,3738120.0,0.0
57449,Cornesti,10500.0,0.0,285664.0,0.0,0.0,0.0,0.0,323.0,0.0
65645,Motaieni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155760,Becicherecu Mic,4763477.0,0.0,0.0,0.0,0.0,0.0,262447.0,2604724.0,0.0
32884,Cetate,5.395057E7,0.0,1.1997218E7,0.0,0.0,0.0,0.0,0.0,0.0
114809,Municipiul Reghin,3.7754207E7,1.05645955E8,5.9525305E8,24042.0,939649.0,7.732876E7,174687.0,1.40342533E8,0.0
16506,Draganu,64688.0,0.0,75284.0,0.0,0.0,0.0,0.0,0.0,0.0
172153,Perisani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73852,Radovan,1012456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106620,Sarasau,1749366.0,0.0,4665281.0,0.0,0.0,0.0,0.0,0.0,0.0
163967,Gherghesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82047,Slivilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147580,Calafindesti,466091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41088,Harman,9332104.0,1.00279654E8,6671797.0,0.0,0.0,1.2455984E7,0.0,3266417.0,0.0
139394,Viile Satu Mare,409179.0,132053.0,22460.0,0.0,0.0,0.0,0.0,0.0,0.0
98435,Popesti,12469.0,0.0,0.0,2711355.0,0.0,0.0,0.0,0.0,0.0
123013,Icusesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24711,Racova,0.0,968522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131210,Oras Busteni,1057018.0,5829.0,44553.0,520.0,0.0,0.0,0.0,200833.0,3437819.0
65681,Oras Gaesti,3.0491882E7,1.6821059E7,1866469.0,1697490.0,0.0,0.0,0.0,7804226.0,0.0
90262,Martinesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155797,Belint,697577.0,897367.0,1834149.0,0.0,0.0,0.0,0.0,0.0,0.0
41113,Harseni,144411.0,0.0,4903892.0,0.0,0.0,0.0,0.0,0.0,0.0
106648,Vadu Izei,192724.0,0.0,405813.0,0.0,0.0,0.0,0.0,1.0857658E7,0.0
49313,Scortoasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25800.0,0.0
8354,Valea Lunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16551,Godeni,1030057.0,0.0,506705.0,0.0,0.0,1515044.0,0.0,0.0,0.0
114854,Oras Sovata,6642867.0,927581.0,3.8371504E7,0.0,0.0,0.0,0.0,6.4221181E7,0.0
65707,Gura Foii,0.0,0.0,1121349.0,0.0,0.0,312580.0,0.0,0.0,0.0
73905,Rast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147633,Oras Cajvana,0.0,0.0,1.3561025E7,0.0,0.0,0.0,0.0,0.0,0.0
131256,Municipiul Campina,9.2129538E7,3.3680015E7,1.1132899E7,534651.0,1.2461154E7,1.357474626E9,1.2188972E7,1.03088885E8,2.8773867E7
32955,Ciceu-Giurgesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106684,Oras Baia Sprie,1.1246504E8,2929664.0,6208102.0,0.0,180380.0,0.0,0.0,414614.0,3941544.0
24766,Racaciuni,1736905.0,0.0,15391.0,0.0,292141.0,266165.0,0.0,0.0,0.0
73923,Robanesti,2215527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155840,Bethausen,0.0,13179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98505,Popricani,672351.0,29306.0,0.0,0.0,1800761.0,0.0,0.0,0.0,0.0
131274,Poiana Campina,0.0,0.0,48474.0,0.0,630059.0,3552738.0,0.0,0.0,0.0
57546,Dabaca,29525.0,0.0,63155.0,0.0,0.0,0.0,0.0,0.0,0.0
147660,Ilisesti,610725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41177,Hoghiz,403451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65752,Petresti,0.0,9588.0,0.0,0.0,0.0,0.0,0.0,1360263.0,0.0
82136,Stanesti,445983.0,0.0,0.0,4450.0,0.0,0.0,0.0,0.0,0.0
164062,Garceni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123102,Ion Creanga,470615.0,530353.0,0.0,0.0,0.0,300021.0,0.0,0.0,0.0
16613,Harsesti,0.0,13047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90342,Orastioara De Sus,0.0,0.0,33630.0,0.0,0.0,0.0,0.0,0.0,0.0
8425,Vidra,1297054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114925,Municipiul Tarnaveni,6652054.0,1.4078639E7,697130.0,0.0,0.0,4.8429666E7,0.0,1106784.0,36333.0
57582,Feleacu,3320295.0,990.0,196967.0,0.0,0.0,0.0,15850.0,2814875.0,861107.0
172279,Pesceana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33015,Chiochis,0.0,213063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106746,Oras Borsa,5812286.0,132418.0,3.1325692E7,0.0,0.0,0.0,0.0,4910153.0,0.0
147713,Carlibaba,0.0,0.0,414513.0,0.0,0.0,0.0,0.0,0.0,0.0
24837,Rachitoasa,0.0,0.0,145158.0,0.0,0.0,0.0,0.0,0.0,0.0
155911,Biled,136771.0,0.0,0.0,0.0,0.0,1.9623662E7,0.0,0.0,0.0
131336,Oras Comarnic,7404386.0,1332984.0,3194838.0,0.0,865801.0,290911.0,0.0,0.0,0.0
73996,Sadova,43344.0,69434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16659,Hartiesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114970,Acatari,0.0,1186773.0,0.0,0.0,0.0,167148.0,0.0,5298267.0,0.0
49439,Scutelnici,3178457.0,0.0,0.0,0.0,0.0,108342.0,0.0,0.0,0.0
106782,Oras Cavnic,2135705.0,404888.0,3027101.0,0.0,0.0,0.0,0.0,0.0,0.0
41248,Homorod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123175,Margineni,15438.0,0.0,361560.0,0.0,0.0,0.0,0.0,0.0,0.0
164133,Grivita,82140.0,34882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98603,Prisacani,0.0,0.0,185663.0,0.0,0.0,0.0,0.0,0.0,0.0
57644,Fizesu Gherlii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74028,Salcuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65841,Municipiul Moreni,2166032.0,2.2099622E7,1265466.0,0.0,0.0,1.260006E7,5725.0,854933.0,0.0
172340,Pietrari,1.4742361E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155957,Barna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90431,Pestisu Mic,0.0,6280714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106817,Oras Targu Lapus,3482517.0,1990454.0,1.8892638E7,0.0,0.0,0.0,0.0,4.27370607E8,0.0
82243,Stejari,849515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41284,Jibert,195901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147786,Cornu Luncii,2.7468798E7,0.0,2.3913955E7,0.0,0.0,0.0,0.0,1123636.0,0.0
49484,Siriu,0.0,0.0,824084.0,0.0,0.0,0.0,0.0,0.0,0.0
65869,Iedera,0.0,0.0,19720.0,0.0,0.0,0.0,0.0,0.0,0.0
131407,Oras Mizil,1.55379357E8,3.3843234E7,7820.0,0.0,0.0,2395644.0,0.0,1138609.0,686.0
74073,Scaesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98649,Probota,0.0,0.0,0.0,0.0,0.0,0.0,3504.0,0.0,0.0
172377,Popesti,0.0,0.0,60311.0,0.0,0.0,0.0,0.0,0.0,0.0
123228,Moldoveni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33122,Chiuza,0.0,0.0,1778575.0,0.0,0.0,0.0,0.0,0.0,0.0
16739,Izvoru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164197,Hoceni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57706,Floresti,5.8500322E7,2.2009207E7,3538295.0,1.2560354E7,0.0,6689194.0,1519046.0,2624944.0,3998.0
131443,Oras Plopeni,2.0172456E7,9649687.0,397266.0,0.0,0.0,8231636.0,0.0,781363.0,0.0
16757,Leordeni,0.0,4521771.0,506614.0,0.0,291822.0,0.0,0.0,0.0,0.0
123255,Oniceni,0.0,0.0,237786.0,0.0,0.0,0.0,0.0,0.0,0.0
98685,Raducaneni,942055.0,470738.0,95417.0,0.0,0.0,0.0,0.0,0.0,0.0
74108,Seaca De Camp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65921,Oras Pucioasa,5652198.0,2.59559846E8,0.0,4916471.0,0.0,800225.0,1805638.0,5019254.0,0.0
156035,Bogda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41346,Lisa,0.0,0.0,865737.0,0.0,0.0,0.0,0.0,0.0,0.0
115076,Adamus,0.0,0.0,613261.0,0.0,0.0,0.0,0.0,0.0,0.0
131461,Dumbravesti,0.0,0.0,10677.0,0.0,837100.0,880484.0,0.0,6450.0,0.0
49545,Smeeni,351422.0,6598.0,205573.0,0.0,0.0,0.0,0.0,89600.0,0.0
82314,Stoina,23146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57742,Frata,1041406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74135,Seaca De Padure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33177,Cosbuc,0.0,229029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41382,Maierus,1979381.0,0.0,0.0,0.0,0.0,0.0,87175.0,1.890503E7,0.0
24999,Rosiori,105130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90538,Pui,278084.0,0.0,4120965.0,0.0,0.0,0.0,0.0,0.0,0.0
172457,Prundeni,1295360.0,0.0,0.0,0.0,303467.0,0.0,0.0,0.0,0.0
147884,Crucea,0.0,0.0,215170.0,0.0,0.0,0.0,0.0,0.0,0.0
33202,Dumitra,230863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98738,Romanesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164277,Dimitrie Cantemir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74171,Secu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139704,Municipiul Zalau,1.9493322E7,3.3516461E7,9443482.0,3457105.0,2.047045527E9,4.7644692E7,0.0,5.0102716E7,8.6795015E7
156106,Boldur,193890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41417,Mandra,1191229.0,61647.0,8.8886896E7,0.0,0.0,0.0,0.0,0.0,0.0
115147,Alunis,566289.0,331682.0,198001.0,0.0,0.0,126825.0,0.0,0.0,0.0
131540,Oras Sinaia,1.9254751E7,825979.0,118739.0,0.0,0.0,2.2960722E7,615849.0,407770.0,111779.0
98774,Ruginoasa,794956.0,471055.0,0.0,0.0,866111.0,0.0,0.0,0.0,0.0
66009,Branesti,420900.0,28687.0,3552993.0,0.0,0.0,0.0,0.0,44457.0,0.0
49625,Stalpu,2181871.0,0.0,50277.0,0.0,555647.0,0.0,0.0,642552.0,0.0
82396,Telesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139740,Oras Cehu Silvaniei,1.1486621E7,5.1156625E7,65780.0,0.0,0.0,1032689.0,0.0,4.0233045E7,0.0
172509,Racovita,0.0,0.0,721128.0,0.0,0.0,0.0,0.0,0.0,0.0
33248,Feldru,1842087.0,0.0,2019762.0,0.0,0.0,0.0,0.0,1023129.0,0.0
106979,Oras Viseu De Sus,4674377.0,6306189.0,1.13696595E8,7589043.0,0.0,0.0,0.0,125091.0,0.0
147937,Darmanesti,8063786.0,1154782.0,1380.0,0.0,0.0,0.0,0.0,0.0,0.0
57831,Geaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123371,Pastraveni,3806272.0,0.0,16703.0,0.0,0.0,0.0,0.0,0.0,0.0
49643,Tisau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25068,Sascut,1410308.0,1294373.0,4124329.0,0.0,0.0,0.0,0.0,0.0,0.0
115183,Apold,5400.0,31896.0,477584.0,0.0,0.0,0.0,0.0,0.0,0.0
74224,Silistea Crucii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164339,Iana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156151,Brestovat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107001,Ardusat,5.42248E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33275,Galatii Bistritei,1350383.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0
131577,Oras Slanic,42277.0,16918.0,0.0,0.0,0.0,0.0,0.0,0.0,53693.0
41471,Moieciu,35111.0,169068.0,79664.0,0.0,0.0,0.0,0.0,259909.0,0.0
82430,Oras Tismana,0.0,1304255.0,5013352.0,0.0,0.0,0.0,0.0,0.0,0.0
74242,Sopot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98827,Schitu Duca,189800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16908,Leresti,63833.0,2360426.0,3585099.0,0.0,0.0,0.0,0.0,91355.0,0.0
66081,Oras Titu,4315798.0,4.9775104E7,0.0,0.0,0.0,2181813.0,0.0,0.0,0.0
123424,Petricani,0.0,5302558.0,1113167.0,0.0,0.0,0.0,0.0,12372.0,0.0
139811,Oras Jibou,3066195.0,5.3381136E7,1.5605936E7,0.0,0.0,0.0,0.0,4.1179717E7,0.0
148006,Oras Dolhasca,2442700.0,0.0,8065.0,0.0,0.0,0.0,0.0,0.0,0.0
115236,Atintis,182156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90663,Rapoltu Mare,0.0,0.0,2057174.0,0.0,0.0,0.0,0.0,0.0,0.0
107047,Arinis,0.0,0.0,854933.0,2558935.0,0.0,0.0,0.0,0.0,0.0
131620,Oras Urlati,1.15806475E8,0.0,0.0,1.4472001E8,0.0,0.0,0.0,2.0215577E7,0.0
172581,Roesti,0.0,0.0,4370.0,0.0,0.0,0.0,0.0,0.0,0.0
164393,Ivanesti,224075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57902,Gilau,4.5715321E7,5137323.0,4046013.0,5316351.0,0.0,3756780.0,0.0,546690.0,0.0
16944,Lunca Corbului,0.0,0.0,71581.0,0.0,0.0,1.3156267E7,0.0,0.0,0.0
156213,Carpinis,4.2022866E7,0.0,106899.0,0.0,0.0,0.0,0.0,0.0,0.0
33337,Ilva Mare,0.0,0.0,384996.0,0.0,0.0,0.0,0.0,0.0,0.0
25148,Sanduleni,82572.0,0.0,0.0,0.0,0.0,124084.0,0.0,199271.0,0.0
41541,Ormenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107083,Asuaju De Sus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47469.0,0.0
74322,Teasc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20971.0
33364,Ilva Mica,0.0,0.0,1.8565156E7,0.0,0.0,0.0,0.0,0.0,0.0
123479,Piatra Soimului,335923.0,0.0,3626204.0,0.0,0.0,0.0,0.0,88820.0,0.0
57948,Garbau,0.0,177633.0,348580.0,0.0,0.0,0.0,0.0,0.0,0.0
156259,Cenad,404902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90725,Rachitova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98916,Scanteia,97364.0,0.0,143095.0,0.0,0.0,0.0,0.0,0.0,0.0
33382,Josenii Bargaului,0.0,0.0,2392147.0,0.0,0.0,0.0,0.0,1153519.0,0.0
49769,Topliceni,12561.0,2.7355929E7,14287.0,219512.0,0.0,0.0,0.0,0.0,0.0
66152,Branistea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41578,Parau,0.0,0.0,90138.0,0.0,0.0,0.0,0.0,0.0,0.0
115307,Bahnea,1227504.0,0.0,0.0,0.0,0.0,0.0,0.0,237879.0,0.0
139884,Oras Simleu Silvaniei,5711449.0,4.2171097E7,2721134.0,0.0,0.0,0.0,0.0,2.9046053E7,4038482.0
107118,Baita De Sub Codru,0.0,0.0,789171.0,4928285.0,0.0,0.0,0.0,0.0,0.0
74359,Terpezita,1263886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156277,Cenei,491280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176289.0
8826,Vintu De Jos,1743329.0,4817723.0,4861338.0,0.0,0.0,0.0,0.0,223823.0,0.0
82555,Turburea,118302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123521,Pipirig,0.0,212073.0,669690.0,0.0,0.0,0.0,0.0,0.0,0.0
148097,Dolhesti,1851872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25228,Saucesti,39260.0,222704.0,248652.0,0.0,0.0,5849.0,0.0,421568.0,0.0
107154,Baiut,29435.0,0.0,312991.0,0.0,0.0,0.0,0.0,0.0,0.0
41621,Poiana Marului,1.31436149E8,0.0,2090077.0,0.0,0.0,0.0,0.0,122724.0,0.0
156311,Cheveresu Mare,2401438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66198,Baleni,3179724.0,0.0,0.0,0.0,0.0,0.0,0.0,9690483.0,0.0
58008,Iara,378152.0,117305.0,492190.0,0.0,0.0,0.0,0.0,0.0,0.0
172698,Rosiile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17049,Malureni,9604.0,0.0,5863345.0,0.0,0.0,0.0,0.0,0.0,0.0
33435,Lechinta,2000861.0,1600.0,2693326.0,0.0,0.0,0.0,0.0,3267988.0,108577.0
148131,Dorna-Arini,2661149.0,0.0,2.1590608E7,0.0,0.0,0.0,0.0,202553.0,0.0
139937,Agrij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74411,Teslui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66223,Barbuletu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90805,Ribita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98998,Scobinti,146816.0,1075422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107190,Basesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82617,Oras Turceni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49849,Tintesti,2064389.0,0.0,344833.0,0.0,0.0,0.0,0.0,0.0,0.0
115389,Band,605283.0,0.0,2022938.0,0.0,0.0,0.0,0.0,0.0,0.0
164543,Ivesti,124576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41667,Prejmer,492395.0,803738.0,4.4032004E7,6000.0,0.0,8.8183073E7,6637608.0,476.0,0.0
156357,Oras Ciacova,270812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25291,Scorteni,0.0,0.0,1291528.0,0.0,0.0,0.0,0.0,0.0,0.0
139982,Almasu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17101,Merisani,0.0,241611.0,282505.0,0.0,0.0,0.0,0.0,883241.0,0.0
123601,Pangarati,292776.0,220150.0,3742748.0,0.0,0.0,0.0,0.0,6046600.0,1.728508E7
107234,Bicaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41701,Racos,428910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49894,Ulmeni,33920.0,0.0,0.0,0.0,0.0,185293.0,0.0,0.0,0.0
148202,Dorna Candrenilor,1.82129762E8,0.0,1.4025225E7,0.0,0.0,0.0,0.0,0.0,0.0
33514,Lesu,0.0,0.0,557832.0,0.0,0.0,0.0,0.0,0.0,0.0
131817,Oras Valenii De Munte,3.24249302E8,6049132.0,130647.0,0.0,0.0,6790523.0,0.0,2296168.0,0.0
99058,Sinesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164598,Laza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82680,Tantareni,19245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131835,Gura Vitioarei,16827.0,0.0,270066.0,0.0,0.0,0.0,0.0,0.0,0.0
90878,Rau De Mori,0.0,0.0,56992.0,0.0,0.0,0.0,0.0,0.0,0.0
33541,Livezile,3285923.0,0.0,2874298.0,0.0,0.0,1.0154372E7,0.0,91854.0,0.0
107270,Bistra,0.0,0.0,4605514.0,0.0,0.0,0.0,0.0,0.0,0.0
41738,Recea,0.0,282.0,0.0,0.0,0.0,0.0,0.0,28203.0,0.0
74509,Tuglui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100806.0,0.0
172812,Runcu,145915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25362,Secuieni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156437,Comlosu Mare,153909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66330,Bezdead,0.0,293031.0,1746905.0,0.0,0.0,0.0,0.0,0.0,0.0
123674,Podoleni,142384.0,0.0,73118.0,0.0,0.0,0.0,0.0,0.0,0.0
99101,Siretel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931985.0,0.0
58142,Iclod,3411784.0,0.0,38989.0,0.0,0.0,0.0,0.0,1693480.0,0.0
49956,Vadu Pasii,0.0,375646.0,260278.0,0.0,0.0,0.0,0.0,61923.0,0.0
74536,Unirea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82733,Urdari,0.0,0.0,431248.0,0.0,0.0,0.0,0.0,0.0,0.0
107314,Barsana,2483664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140084,Babeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17209,Micesti,209090.0,0.0,299217.0,5006426.0,0.0,1.27024913E8,0.0,3372895.0,2824579.0
131899,Adunati,0.0,31924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9019,Cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138834.0,0.0
74554,Urzicuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156473,Costeiu,770422.0,0.0,266292.0,0.0,0.0,0.0,0.0,0.0,0.0
123709,Poienari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115520,Batos,116035.0,220229.0,426668.0,0.0,0.0,110033.0,0.0,0.0,0.0
9026,Bucerdea Granoasa,1263165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33603,Lunca Ilvei,7599260.0,0.0,1.35780106E8,0.0,0.0,0.0,0.0,0.0,0.0
148293,Dornesti,694888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164687,Lipovat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74581,Valea Stanciului,534065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33621,Maieru,110855.0,182985.0,1.3372012E7,0.0,0.0,0.0,0.0,88135.0,353688.0
107350,Bocicoiu Mare,3207146.0,0.0,277644.0,0.0,0.0,0.0,0.0,0.0,0.0
